# C# CHECKERS
CALL_SUPER,Moderate
FORWARD_CLASSCAST,Moderate
FORWARD_NULL,Major
NULL_RETURNS,Major
RESOURCE_LEAK,Major
REVERSE_INULL,Major

# C# PREVIEW CHECKERS
#ATOMICITY,Minor
#BAD_EQ,Minor
#BAD_EQ_TYPES,Minor
#GUARDED_BY_VIOLATION,Minor
#INDIRECT_GUARDED_BY_VIOLATION,Minor
#LOCK_INVERSION,Minor
#LOCK_ORDERING,Minor
#MUTABLE_COMPARISON,Minor
#MUTABLE_HASHCODE,Minor
#NON_STATIC_GUARDING_STATIC,Minor
